playId,playTitle,playType,setting,status,parentHint,sourceFile,playDescriptionDraft
WP-058,仮装大会,表現・鑑賞,家庭内または外出,active,今週『自己で表現することの実践』が見られたお子さんには、週末に「仮装大会」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,身近な服や道具を使って、いつもと違う人物や動物になりきる遊びです。想像力や表現する力が豊かに広がります。
WP-059,休日の過ごし方のアイデアを話し合う,家庭あそび,家庭内または外出,active,今週『見通しをもった計画的な遊び』が見られたお子さんには、週末に「休日の過ごし方のアイデアを話し合う」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,週末にしたいことを家族で出し合い、予定を一緒に考える活動です。希望を伝えたり、折り合いをつけたりする力が育ちます。
WP-060,低山登り,屋外・自然,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「低山登り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,低い山や丘を家族で歩き、景色や達成感を味わう活動です。体を使う心地よさと、自然への感動が広がります。
WP-061,公園での写生大会,屋外・自然,外出,active,今週『自己で表現することの実践』が見られたお子さんには、週末に「公園での写生大会」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,公園の景色や遊具、草花を見ながら絵に表す活動です。自然への気付きと、感じたことを表現する力が育ちます。
WP-062,公園でシャボン玉で遊ぶ,屋外・自然,外出,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「公園でシャボン玉で遊ぶ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,公園でシャボン玉を作り、風で飛ぶ様子や光る色を楽しむ遊びです。体を動かしながら、空気や形の不思議に気付けます。
WP-063,公園でフリスビー,屋外・自然,外出,active,今週『のびのびと心身を動かす遊び』が見られたお子さんには、週末に「公園でフリスビー」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,広い公園でフリスビーを投げ合う遊びです。体を大きく動かし、相手との距離や力加減を考える経験になります。
WP-064,公園の芝生でピクニック,屋外・自然,外出,active,今週『のびのびと心身を動かす遊び』が見られたお子さんには、週末に「公園の芝生でピクニック」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,芝生にシートを広げて食事や休憩を楽しむ活動です。自然の中でゆったり過ごし、季節や風を感じられます。
WP-065,公園の草花を図鑑で調べる,自然・調べる,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「公園の草花を図鑑で調べる」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,公園で見つけた草花を図鑑で調べ、名前や特徴を確認する活動です。身近な自然への興味と探究心が広がります。
WP-066,写真館で家族写真,表現・鑑賞,家庭内または外出,active,今週『感動を体験して感性を働かせる』が見られたお子さんには、週末に「写真館で家族写真」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,写真館で服装や表情を整え、家族写真を撮る活動です。自分や家族を大切に感じ、記録に残す喜びを味わえます。
WP-067,冷凍食品の食べ比べ,食・生活,家庭内または外出,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「冷凍食品の食べ比べ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,いくつかの冷凍食品を少しずつ食べ比べ、味や形、温まり方の違いを話す活動です。比較する力や言葉で表す力を育てます。
WP-068,動物園で小動物に出会う,家庭あそび,外出,active,今週『動植物を思いやり大切に扱う態度』が見られたお子さんには、週末に「動物園で小動物に出会う」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,動物園で小さな動物を見たり、動きや鳴き声を観察したりする活動です。生き物への親しみや命への関心が育ちます。
WP-069,動画の撮影と編集ごっこ,表現・鑑賞,家庭内または外出,active,今週『素材や表現方法への気付き』が見られたお子さんには、週末に「動画の撮影と編集ごっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族の様子や好きなものを撮影し、短い動画にまとめるごっこ遊びです。場面を選ぶ力や表現方法への気付きが育ちます。
WP-070,商店街で食べ歩きツアー,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「商店街で食べ歩きツアー」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,商店街を歩きながら、少しずつ食べ物を味わう活動です。地域の人とのやりとりや、味・においへの気付きが広がります。
WP-071,地元の散歩マップを歩く,外出・探検,外出,active,今週『必要な情報の収集と活用』が見られたお子さんには、週末に「地元の散歩マップを歩く」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,地元の散歩マップを見ながら道や目印をたどって歩く活動です。地域への関心や、地図・標識を手がかりにする力が育ちます。
WP-072,地震や停電に備えた避難練習,健康・安全,家庭内または外出,active,今週『健康と安全を育む遊び習慣』が見られたお子さんには、週末に「地震や停電に備えた避難練習」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,地震や停電を想定し、家の中の安全な場所や避難の流れを確認する活動です。約束を守る意味や安全意識を育てます。
WP-073,壊れたものを修理する,ものづくり・生活,家庭内,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「壊れたものを修理する」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,壊れた玩具や道具を親子で観察し、直せる方法を考える活動です。仕組みに気付き、試しながら工夫する力につながります。
WP-074,夜景観賞,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「夜景観賞」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,高い場所や開けた場所から夜景を眺める活動です。光や街の広がりに感動し、見たことを言葉で伝える経験になります。
WP-075,学校給食ごっこ,食・生活,家庭内,active,今週『協力して行動する力』が見られたお子さんには、週末に「学校給食ごっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,給食当番や配膳をまねて、食事の準備を楽しむ遊びです。役割を持つことや、みんなで食べる楽しさを感じられます。
WP-076,宝探しゲーム,ゲーム・ルール,家庭内または外出,active,今週『ルールの創出と遵守』が見られたお子さんには、週末に「宝探しゲーム」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,宝物を隠し、地図やヒントを頼りに探す遊びです。手がかりを読み取る力や、考えて行動する楽しさが育ちます。
WP-077,家庭の歴史探訪,言葉・振り返り,外出,active,今週『家族を大切にする気持ち』が見られたお子さんには、週末に「家庭の歴史探訪」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族にゆかりのある場所を訪ね、昔の話を聞く活動です。自分や家族のつながりに気付き、聞いたことを言葉にできます。
WP-078,家族でするスイーツバイキング,食・生活,家庭内または外出,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「家族でするスイーツバイキング」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,好きなスイーツを選び、少しずつ味わいながら家族で楽しむ遊びです。選ぶ、比べる、感想を伝える経験が自然に生まれます。
WP-079,家族でリモート会議,ことば・社会,家庭内,active,今週『言葉による伝え合いの楽しみ』が見られたお子さんには、週末に「家族でリモート会議」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,離れた家族や部屋同士をつないで、画面越しに話す活動です。相手に伝わる話し方や、新しい関わり方に気付けます。
WP-080,川辺で水あそび,屋外・自然,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「川辺で水あそび」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,川辺で水の冷たさや流れを感じながら遊ぶ活動です。安全に配慮しつつ、自然の力や体を動かす楽しさを味わえます。
WP-081,工場見学,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「工場見学」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,工場で物が作られる様子を見学する活動です。仕組みや働く人への関心が深まり、なぜだろうと考える力が育ちます。
WP-082,市場へ行ってみる,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「市場へ行ってみる」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,市場で野菜や魚、働く人の様子を見る活動です。食べ物が届く流れや社会のやりとりへの関心が育ちます。
WP-083,思い出のある場所巡り,言葉・振り返り,家庭内または外出,active,今週『家族を大切にする気持ち』が見られたお子さんには、週末に「思い出のある場所巡り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族にとって思い出のある場所を巡り、当時の話を聞く活動です。経験を振り返り、家族の物語に触れられます。
WP-084,懸賞に応募する,ことば・社会,家庭内,active,今週『文字や記号を必要に応じて活用する力』が見られたお子さんには、週末に「懸賞に応募する」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,応募条件を読み、必要な文字や記号を書いて応募する活動です。決まりを確認し、文字を使って社会とつながる経験になります。
WP-085,手紙の交換ごっこ,言葉・振り返り,家庭内,active,今週『文字や記号を用いた表現・伝達』が見られたお子さんには、週末に「手紙の交換ごっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族同士で短い手紙を書いたり渡したりする遊びです。文字や言葉で気持ちを伝える楽しさを感じられます。
WP-086,日曜大工,制作・構成,家庭内または外出,active,今週『思考・予測・工夫する力』が見られたお子さんには、週末に「日曜大工」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,簡単な組み立てや修理を親子で行う活動です。道具の使い方に触れ、考えて作る力や完成の達成感を味わえます。
WP-087,早く寝なくても良い日,健康・安全,家庭内,active,今週『健康と安全を育む遊び習慣』が見られたお子さんには、週末に「早く寝なくても良い日」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,特別な日として就寝前の時間を少し長く楽しむ活動です。生活リズムや約束を意識しながら、特別感を味わえます。
WP-088,昆虫採集,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「昆虫採集」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,虫を探し、捕まえたり観察したりする活動です。命に触れる経験や、特徴を見つけて考える力が育ちます。
WP-089,星の鑑賞,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「星の鑑賞」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,夜空を見上げ、星や月の形、明るさに気付く活動です。自然の美しさへの感動や、不思議に思う気持ちが育ちます。
WP-090,昭和のあそびをやる,伝承・遊び,家庭内または外出,active,今週『人との多様な関わり方への気付き』が見られたお子さんには、週末に「昭和のあそびをやる」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,けん玉、めんこ、あやとりなど昔ながらの遊びを家族で試す活動です。世代を越えた関わりや、遊び方の違いを楽しめます。
WP-091,朝食にパンを焼く,食・生活,家庭内,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「朝食にパンを焼く」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,朝食用のパンを焼き、香りや焼き色、ふくらみを楽しむ活動です。朝の生活リズムと、食材の変化への気付きが育ちます。
WP-092,次の旅行の企画を練る,外出・社会,家庭内または外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「次の旅行の企画を練る」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,行きたい場所や乗り物、持ち物を家族で相談する活動です。見通しを持つ力や、自分の考えを言葉で伝える経験になります。
WP-093,洗車のお手伝い,家庭参加・役割,家庭内または外出,active,今週『役立つ喜びと地域への親しみ』が見られたお子さんには、週末に「洗車のお手伝い」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,水を使って車や自転車をきれいにするお手伝いです。役に立つ喜びや、道具を使って生活を整える経験につながります。
WP-094,海で日の出を見る,屋外・自然,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「海で日の出を見る」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,早朝の海で空や波、日の出の変化を静かに見る活動です。自然の大きさや美しさに触れ、感動する心が育ちます。
WP-095,海岸砂浜で貝殻探し,屋外・自然,外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「海岸砂浜で貝殻探し」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,砂浜で貝殻や石を探し、形や色を比べる活動です。自然物への関心や、集めて分類する楽しさが育ちます。
WP-096,漬物づくり,食・生活,家庭内,active,今週『物の性質や仕組みの発見』が見られたお子さんには、週末に「漬物づくり」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,野菜を切って塩や調味料で漬け、時間をおいて味の変化を楽しむ活動です。食材の変化や待つ面白さを感じられます。
WP-097,生まれた日のできごとやニュースを探す,調べる・ことば,家庭内,active,今週『必要な情報の収集と活用』が見られたお子さんには、週末に「生まれた日のできごとやニュースを探す」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,自分が生まれた日のニュースや出来事を、家族で本やインターネットから探す活動です。情報を調べ、言葉で共有できます。
WP-098,知らないところの探検ごっこ,外出・社会,家庭内または外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「知らないところの探検ごっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,地図や目印を頼りに、行ったことのない道や場所を探検する遊びです。発見する喜びや安全に行動する力が育ちます。
WP-099,紙ひこうきをつくり、とばっしっこ,制作・構成,家庭内または外出,active,今週『思考・予測・工夫する力』が見られたお子さんには、週末に「紙ひこうきをつくり、とばっしっこ」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,紙を折って飛ばし、形や投げ方で飛び方が変わることを試す遊びです。工夫、予測、試行錯誤の楽しさを味わえます。
WP-100,肩もみアルバイト,家庭参加・役割,家庭内または外出,active,今週『役立つ喜びと地域への親しみ』が見られたお子さんには、週末に「肩もみアルバイト」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族の肩をもみ、お礼や報酬のやりとりを楽しむ遊びです。人の役に立つ喜びや、相手を思いやる気持ちが育ちます。
WP-101,自宅でキャンプごっこ（練習）,屋外・自然,家庭内,active,今週『のびのびと心身を動かす遊び』が見られたお子さんには、週末に「自宅でキャンプごっこ（練習）」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家の中や庭にシートやライトを用意し、キャンプ気分を味わう遊びです。準備や役割分担を通して、見立てる力や生活への関心が育ちます。
WP-102,花の写真コレクションツアー,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「花の写真コレクションツアー」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,花を見つけて写真に残し、色や形で集める活動です。自然の美しさに気付き、コレクションする楽しさを味わえます。
WP-103,花火をする,屋外・自然,家庭内または外出,active,今週『健康と安全を育む遊び習慣』が見られたお子さんには、週末に「花火をする」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,手持ち花火を安全に楽しみ、光や音、煙の変化を見る活動です。約束を守る大切さと、夏らしい感動を味わえます。
WP-104,花火大会へ行く,屋外・自然,家庭内または外出,active,今週『感動を体験して感性を働かせる』が見られたお子さんには、週末に「花火大会へ行く」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,花火大会に出かけ、大きな音や光、夜空の変化を味わう活動です。安全やマナーを意識しながら感動を共有できます。
WP-105,行き先不明の外出,家庭あそび,家庭内または外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「行き先不明の外出」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,行き先を決めずに家族で出かけ、途中の発見を楽しむ活動です。偶然の出会いや新しい環境への関心が育ちます。
WP-106,親が何でも言うことを聞く日,家庭参加・役割,家庭内,active,今週『経験や考えの言語表現』が見られたお子さんには、週末に「親が何でも言うことを聞く日」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,子どもの願いを聞き、できる範囲で一緒にかなえる活動です。自分の思いを伝える力や、相手との相談の経験になります。
WP-107,近所の公園でピクニック,屋外・自然,外出,active,今週『のびのびと心身を動かす遊び』が見られたお子さんには、週末に「近所の公園でピクニック」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,近所の公園へ食べ物を持って出かけ、草花や風を感じながら家族で過ごす遊びです。体を動かす楽しさと自然への気付きが広がります。
WP-108,道の駅ツアーとおいしいもの探し,外出・社会,外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「道の駅ツアーとおいしいもの探し」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,道の駅を訪れ、地域の食べ物や産物を探す活動です。土地の特色や働く人への関心、味わう楽しさが広がります。
WP-109,部屋のもよう替え,制作・構成,家庭内,active,今週『思考・予測・工夫する力』が見られたお子さんには、週末に「部屋のもよう替え」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家具や小物の置き場所を家族で相談して変える活動です。空間を考える力や、自分の生活を整える意識が育ちます。
WP-110,陶芸体験ツアー,外出・社会,家庭内または外出,active,今週『思考・予測・工夫する力』が見られたお子さんには、週末に「陶芸体験ツアー」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,粘土をこね、形を作り、焼き物にする工程を体験する活動です。素材の感触や、自分の表現が形になる喜びを味わえます。
WP-111,雑草名前あて散歩,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「雑草名前あて散歩」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,散歩中に雑草を見つけ、名前や形を調べる活動です。身近な自然への気付きや、比べて考える力が育ちます。
WP-112,難しい折り紙に挑戦,ものづくり・表現,家庭内,active,今週『諦めずにやり遂げる力』が見られたお子さんには、週末に「難しい折り紙に挑戦」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,少し難しい折り紙に親子で挑戦する遊びです。折り方をよく見て、失敗してもやり直しながら、形ができる喜びを味わえます。
WP-113,高級ディナーごっこ、ナイフフォークの練習,食・生活,家庭内または外出,active,今週『規範の必要性の理解』が見られたお子さんには、週末に「高級ディナーごっこ、ナイフフォークの練習」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,食器や姿勢、ナイフとフォークの使い方をまねる遊びです。食事のマナーや、場に合わせたふるまいへの関心が育ちます。
WP-114,魚釣り,屋外・自然,家庭内または外出,active,今週『自然に触れて感動する体験』が見られたお子さんには、週末に「魚釣り」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,水辺で魚を待ち、釣れた時の手応えを楽しむ活動です。自然と向き合う集中力や、生き物への関心が育ちます。
WP-115,１泊２日の家族旅行,外出・社会,家庭内または外出,active,今週『さまざまな環境への主体的関わり』が見られたお子さんには、週末に「１泊２日の家族旅行」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r1.txt,家族で泊まりがけの旅行をし、準備から移動、宿泊までを経験する活動です。見通しを持つ力や社会への関心が広がります。
WP-116,１週間の献立をみんなでつくる,食・生活,家庭内,active,今週『見通しをもった計画的な遊び』が見られたお子さんには、週末に「１週間の献立をみんなでつくる」を試すと、同じ育ちを家庭でも自然に広げやすいです。,Playlist_r2.txt,朝昼晩の食事や買い物を家族で相談し、献立を考える活動です。予定、栄養、好み、分量などを生活の中で考えられます。
